host_id,bairro_group,price,minimo_noites,numero_de_reviews,latitude,longitude,reviews_por_mes,disponibilidade_365,Entire home/apt,Private room,Shared room
48723057,Manhattan,300.0,3,0,40.72339,-73.9833,,0,1,0,0
38805180,Bronx,65.0,3,2,40.8113,-73.92465,0.05,356,0,1,0
48726094,Manhattan,100.0,2,151,40.75088,-73.99951,3.46,0,0,1,0
3732336,Brooklyn,127.0,1,7,40.68215,-73.96121,0.16,0,1,0,0
36577517,Queens,49.0,2,21,40.74449,-73.88096,0.48,311,0,1,0
26347594,Manhattan,108.0,1,11,40.77772,-73.98514,0.25,0,0,1,0
48489264,Manhattan,121.0,30,0,40.81443,-73.94121,,0,1,0,0
39694819,Manhattan,180.0,1,1,40.74081,-74.00296,0.02,0,1,0,0
48757168,Brooklyn,34.0,5,34,40.6869,-73.95496,0.77,7,0,1,0
10999333,Manhattan,180.0,4,0,40.71271,-73.99512,,0,1,0,0
24530091,Manhattan,250.0,53,2,40.73491,-73.99231,0.05,365,1,0,0
20475463,Brooklyn,100.0,5,3,40.72264,-73.93823,0.25,78,1,0,0
16098958,Manhattan,175.0,30,0,40.79224,-73.97417,,265,1,0,0
16098958,Manhattan,175.0,30,7,40.79285,-73.967,0.18,280,1,0,0
381669,Manhattan,190.0,4,10,40.73047,-73.98576,0.23,0,1,0,0
2743716,Brooklyn,90.0,7,6,40.64577,-74.00532,0.17,0,1,0,0
48771768,Manhattan,160.0,2,143,40.75735,-73.99007,3.29,215,1,0,0
19059946,Manhattan,51.0,1,1,40.79947,-73.964,0.02,0,0,1,0
3414967,Manhattan,150.0,1,1,40.77668,-73.97815,0.02,0,1,0,0
48775347,Brooklyn,108.33333333333333,3,16,40.68914,-73.97853,0.42,103,1,0,0
8712984,Brooklyn,99.0,3,9,40.70889,-73.92135,0.23,42,1,0,0
48784045,Manhattan,150.0,1,0,40.74379,-73.97803,,0,0,1,0
31368679,Brooklyn,280.0,1,13,40.71914,-73.95709,0.3,363,1,0,0
48784879,Manhattan,110.0,2,166,40.79417,-73.94331,3.78,229,1,0,0
24338701,Brooklyn,100.0,5,0,40.71787,-73.95396,,0,0,1,0
48790146,Brooklyn,125.0,2,127,40.69182,-73.95696,2.92,126,1,0,0
1442864,Manhattan,275.0,4,18,40.72824,-73.99517,1.9,85,1,0,0
2370614,Brooklyn,308.0,2,22,40.71133,-73.96924,0.55,109,1,0,0
1401316,Brooklyn,200.0,4,3,40.66548,-73.98279,0.07,0,1,0,0
47993495,Manhattan,60.0,2,136,40.79668,-73.93379,3.07,48,0,1,0
17234494,Manhattan,65.0,1,2,40.73319,-74.00225,0.05,0,0,1,0
7683847,Manhattan,110.0,1,0,40.79632,-73.96879,,0,1,0,0
48249473,Bronx,189.0,1,8,40.879,-73.90062,0.22,354,1,0,0
24244132,Manhattan,60.0,2,1,40.76168,-73.95059,0.03,0,0,1,0
26926354,Manhattan,90.0,5,0,40.76534,-73.9925,,0,0,1,0
3337974,Brooklyn,65.0,3,1,40.71605,-73.95176,0.02,0,0,1,0
492064,Brooklyn,128.0,2,37,40.68281,-73.96446,0.84,0,1,0,0
1333485,Brooklyn,200.0,2,19,40.6491,-73.97434,0.45,0,1,0,0
14435697,Brooklyn,120.0,14,0,40.67159,-73.97482,,0,1,0,0
48811662,Brooklyn,75.0,3,67,40.65837,-73.96115,1.52,296,0,1,0
37169371,Manhattan,69.0,1,1,40.85945,-73.92834,0.02,0,1,0,0
23850513,Manhattan,120.0,5,3,40.80887,-73.95917,0.07,0,1,0,0
14995329,Manhattan,95.0,1,1,40.7435,-73.97907,0.02,0,0,1,0
48816743,Brooklyn,142.0,2,18,40.69856,-73.94368,0.44,0,1,0,0
17764174,Manhattan,210.0,1,0,40.87045,-73.9183,,365,1,0,0
43908809,Queens,155.0,2,14,40.75066,-73.90424,0.33,90,0,1,0
43864152,Manhattan,300.0,2,3,40.73129,-74.00237,0.08,0,1,0,0
31680304,Brooklyn,70.0,3,46,40.5888,-73.97278,1.05,92,0,1,0
48823036,Manhattan,180.0,1,156,40.75452,-73.96767,3.58,22,1,0,0
48603189,Manhattan,70.0,1,17,40.82402,-73.9456,0.4,0,0,1,0
12154291,Manhattan,95.0,1,1,40.73537,-73.98244,0.03,0,0,1,0
248490,Brooklyn,100.0,3,83,40.68041,-73.93612,1.9,224,1,0,0
48854322,Brooklyn,129.0,5,89,40.69994,-73.92378,2.02,72,1,0,0
12122228,Manhattan,62.0,30,0,40.77557,-73.94615,,174,0,1,0
48861563,Manhattan,40.0,1,2,40.84899,-73.94018,0.05,0,0,1,0
31985378,Brooklyn,90.0,2,3,40.7158,-73.95587,0.48,6,0,1,0
5753744,Brooklyn,42.0,1,1,40.66261,-73.9588,0.03,0,0,1,0
12241602,Brooklyn,125.0,7,0,40.69156,-73.94276,,0,1,0,0
32725953,Brooklyn,100.0,4,0,40.7197,-73.95519,,0,1,0,0
48866651,Manhattan,70.0,30,1,40.76465,-73.99499,0.13,365,1,0,0
48870194,Brooklyn,108.0,2,4,40.70505,-73.92239,0.09,0,1,0,0
23234988,Queens,250.0,2,20,40.75114,-73.80695,0.85,243,1,0,0
47507350,Manhattan,115.0,1,0,40.72278,-73.98878,,0,0,1,0
13129524,Manhattan,275.0,1,4,40.78198,-73.97803,0.09,0,1,0,0
3100823,Brooklyn,40.0,1,0,40.70383,-73.92853,,0,0,1,0
1601345,Brooklyn,289.0,3,128,40.71409,-73.96359,2.89,92,1,0,0
34236533,Brooklyn,130.0,5,102,40.70851,-73.94244,2.48,288,0,1,0
26299995,Manhattan,55.0,3,125,40.79733,-73.93988,2.87,1,0,1,0
8012008,Manhattan,125.0,2,0,40.74015,-73.98038,,0,1,0,0
1241420,Manhattan,130.0,4,94,40.81051,-73.94723,2.2,27,1,0,0
48899796,Brooklyn,60.0,2,62,40.62186,-73.95347,1.45,107,0,1,0
48899736,Brooklyn,99.0,1,140,40.68632,-73.98796,3.2,363,1,0,0
10335025,Brooklyn,50.0,5,12,40.70254,-73.93095,0.27,0,0,1,0
35539248,Manhattan,78.0,25,0,40.72117,-73.98126,,0,0,1,0
48904356,Manhattan,150.0,1,1,40.79335,-73.94583,0.02,0,1,0,0
16722827,Manhattan,90.0,2,62,40.80294,-73.96007,1.73,320,0,1,0
5037211,Brooklyn,275.0,5,77,40.72104,-73.94805,1.89,6,1,0,0
48866651,Manhattan,70.0,30,3,40.76365,-73.99472,0.07,339,1,0,0
7117596,Brooklyn,39.0,3,0,40.68964,-73.94884,,0,0,1,0
4284267,Manhattan,185.0,3,177,40.75732,-73.98276,4.16,216,1,0,0
48913242,Manhattan,49.0,2,0,40.83907,-73.94256,,0,0,1,0
20496152,Brooklyn,69.0,1,30,40.69798,-73.93206,0.8,0,0,1,0
48943908,Brooklyn,165.0,2,84,40.6846,-73.96536,2.03,327,1,0,0
15873085,Manhattan,110.0,5,0,40.7894,-73.9762,,7,1,0,0
29417940,Manhattan,150.0,2,2,40.77813,-73.97574,0.05,0,0,1,0
48866651,Manhattan,80.0,30,10,40.75591,-73.99499,0.24,357,1,0,0
48866651,Manhattan,80.0,30,5,40.76376,-73.99323,0.12,365,1,0,0
48949937,Manhattan,310.0,3,117,40.72419,-74.00451,2.88,57,1,0,0
48866651,Manhattan,70.0,30,5,40.76373,-73.99297,0.12,341,1,0,0
7989399,Queens,65.0,3,13,40.7388,-73.92501,0.58,167,0,1,0
48970186,Brooklyn,155.0,4,128,40.68315,-73.99387,2.89,0,1,0,0
3718888,Brooklyn,45.0,1,2,40.68943,-73.90574,0.05,0,0,1,0
25406270,Manhattan,125.0,4,148,40.76355,-73.98914,3.69,129,1,0,0
6630815,Brooklyn,49.0,2,213,40.68817,-73.91257,4.9,30,0,1,0
48977782,Manhattan,150.0,1,0,40.85128,-73.93907,,0,0,1,0
22953164,Brooklyn,80.0,2,4,40.71028,-73.95445,0.09,0,0,1,0
34403316,Manhattan,145.0,1,152,40.79382,-73.94334,3.43,200,1,0,0
5855145,Queens,125.0,2,38,40.77588,-73.90782,0.87,330,1,0,0
48983104,Queens,60.0,1,95,40.7206,-73.87382,2.22,80,0,1,0
23909946,Brooklyn,50.0,3,70,40.68632,-73.91793,1.59,25,0,1,0
3784521,Bronx,70.0,7,0,40.85487,-73.88711,,0,0,1,0
48320077,Manhattan,199.0,1,81,40.72443,-73.98289,1.91,318,1,0,0
8604689,Manhattan,214.0,3,151,40.76892,-73.96845,3.58,219,1,0,0
49011283,Manhattan,70.0,3,0,40.74404,-73.97564,,0,1,0,0
7571483,Brooklyn,105.0,4,1,40.66971,-73.95645,0.03,0,1,0,0
49015331,Manhattan,240.0,2,64,40.76037,-73.99016,1.68,262,1,0,0
33368633,Queens,114.0,4,74,40.72484,-73.84505,1.69,350,1,0,0
4052055,Manhattan,45.0,1,1,40.724,-73.98376,0.02,0,0,1,0
17263290,Manhattan,45.0,1,0,40.82241,-73.9412,,0,0,1,0
49027658,Brooklyn,143.0,1,0,40.73391,-73.95679,,0,1,0,0
29408743,Brooklyn,145.0,10,18,40.7121,-73.96101,0.43,157,1,0,0
11611066,Manhattan,90.0,1,0,40.8096,-73.94099,,0,0,1,0
29518662,Brooklyn,75.0,3,14,40.68182,-73.97704,0.33,352,0,1,0
2611503,Manhattan,225.0,3,49,40.72675,-74.00757,1.44,322,0,1,0
1374432,Manhattan,150.0,2,51,40.78743,-73.96855,1.21,0,1,0,0
10240786,Brooklyn,150.0,1,1,40.68177,-73.99393,0.02,0,1,0,0
5857948,Manhattan,182.0,20,6,40.74163,-74.00102,0.17,32,1,0,0
30942491,Manhattan,62.0,20,0,40.80473,-73.96528,,0,0,1,0
1607111,Brooklyn,65.0,6,3,40.7075,-73.95385,0.07,0,0,1,0
42956813,Manhattan,175.0,1,15,40.7713,-73.95443,0.35,0,1,0,0
48890727,Brooklyn,131.25,4,11,40.67939,-73.99598,0.28,159,1,0,0
15208048,Manhattan,98.0,1,1,40.74601,-73.99987,0.02,0,0,1,0
5776966,Manhattan,61.0,3,21,40.73683,-73.98191,0.47,16,0,1,0
33580313,Manhattan,159.0,30,21,40.78339,-73.98018,0.48,141,1,0,0
39981142,Queens,68.0,1,0,40.73329,-73.89463,,0,0,1,0
15674613,Brooklyn,69.0,10,11,40.69395,-73.92418,0.27,226,1,0,0
1240958,Manhattan,125.0,5,0,40.78763,-73.95111,,0,0,1,0
48854322,Brooklyn,115.0,4,132,40.69979,-73.92261,3.0,71,1,0,0
49082748,Manhattan,85.0,14,99,40.72911,-73.98151,2.32,21,0,1,0
49083612,Manhattan,209.0,1,116,40.76656,-73.97038,2.63,168,1,0,0
49090209,Manhattan,225.0,1,1,40.72772,-74.0013,0.02,0,1,0,0
10208450,Manhattan,100.0,4,1,40.72615,-74.00225,0.02,0,1,0,0
49099055,Brooklyn,55.0,1,1,40.68983,-73.90512,0.02,0,0,1,0
6240859,Brooklyn,80.0,2,11,40.68535,-73.99192,0.27,0,0,1,0
13713658,Brooklyn,80.0,1,1,40.7161,-73.94264,0.02,0,0,1,0
49101398,Brooklyn,85.0,30,9,40.59592,-73.97523,0.21,216,1,0,0
43951918,Manhattan,280.0,4,0,40.75553,-73.9923,,0,1,0,0
49108001,Brooklyn,125.0,2,180,40.68735,-73.94541,4.09,116,1,0,0
13034246,Brooklyn,90.0,1,0,40.71642,-73.95298,,0,0,1,0
3394386,Manhattan,175.0,1,1,40.78113,-73.95452,0.02,0,1,0,0
1991700,Manhattan,150.0,3,0,40.71124,-74.00834,,0,1,0,0
49115124,Manhattan,180.0,2,51,40.72636,-73.98454,4.77,6,1,0,0
9721574,Manhattan,250.0,1,0,40.73338,-74.00752,,0,1,0,0
40503875,Queens,60.0,1,49,40.75823,-73.90881,1.13,0,0,1,0
13859188,Brooklyn,200.0,2,2,40.66737,-73.97822,0.05,0,1,0,0
15145088,Manhattan,295.0,30,2,40.78613,-73.9732,0.06,332,1,0,0
49118721,Manhattan,40.0,4,1,40.85068,-73.93046,0.02,0,0,1,0
40947332,Manhattan,150.0,3,39,40.77877,-73.97872,0.89,0,1,0,0
49120717,Manhattan,40.0,1,1,40.82516,-73.95288,0.02,0,0,1,0
22063782,Manhattan,180.0,7,1,40.72311,-73.98389,0.02,0,1,0,0
49123284,Manhattan,145.0,6,106,40.71255,-73.99673,2.48,249,1,0,0
7530710,Brooklyn,175.0,10,11,40.67768,-73.97114,0.25,0,1,0,0
26748898,Manhattan,275.0,3,4,40.73431,-74.00635,0.11,0,1,0,0
8200337,Queens,115.0,2,6,40.74538,-73.92139,0.18,0,1,0,0
1177400,Manhattan,175.0,4,3,40.71183,-73.99685,0.08,0,1,0,0
49133999,Brooklyn,65.0,60,0,40.69585,-73.96344,,0,0,1,0
369154,Manhattan,86.25,4,16,40.81319,-73.94423,0.37,206,1,0,0
49158190,Manhattan,150.0,1,3,40.71564,-73.99169,0.07,0,1,0,0
13667539,Manhattan,75.0,1,2,40.72145,-73.97881,0.05,0,0,1,0
49160243,Manhattan,219.0,4,130,40.76472,-73.98813,3.04,329,1,0,0
46142110,Brooklyn,300.0,3,0,40.72182,-73.95576,,0,1,0,0
49164778,Manhattan,225.0,3,76,40.81041,-73.9445,1.78,360,1,0,0
14565422,Manhattan,275.0,2,95,40.78591,-73.94832,2.51,248,1,0,0
49167739,Manhattan,87.5,4,47,40.72797,-74.0019,1.06,283,1,0,0
49167534,Manhattan,175.0,2,0,40.77281,-73.95822,,0,1,0,0
49170998,Brooklyn,60.0,7,3,40.70138,-73.92168,0.07,0,0,1,0
7526931,Brooklyn,87.5,4,0,40.66214,-73.99223,,0,1,0,0
2448332,Brooklyn,119.0,8,37,40.69035,-73.99633,0.87,85,1,0,0
4515330,Manhattan,175.0,4,2,40.7795,-73.98258,0.05,0,1,0,0
49177258,Brooklyn,167.5,2,21,40.68282,-73.92934,0.53,304,1,0,0
1657540,Brooklyn,70.0,7,2,40.68023,-73.94487,0.05,0,0,1,0
3848874,Brooklyn,180.0,4,0,40.70479,-73.92054,,0,1,0,0
49176019,Manhattan,299.0,4,114,40.7996,-73.9621,2.62,282,1,0,0
49181430,Manhattan,99.0,5,13,40.79351,-73.93388,0.3,127,1,0,0
49186493,Manhattan,95.0,4,0,40.84369,-73.93828,,0,1,0,0
26415140,Brooklyn,50.0,5,0,40.71002,-73.94796,,0,0,1,0
49191712,Brooklyn,150.0,2,59,40.69372,-73.94578,1.38,19,1,0,0
5658754,Manhattan,218.33333333333334,3,1,40.72776,-73.98328,0.02,0,0,1,0
47066108,Manhattan,99.0,3,5,40.76393,-73.99124,0.12,0,0,1,0
171213,Manhattan,250.0,1,0,40.70864,-74.00675,,0,1,0,0
1335392,Brooklyn,225.0,2,0,40.71584,-73.95868,,0,1,0,0
15441931,Manhattan,190.0,3,102,40.80965,-73.94553,2.33,281,1,0,0
826493,Brooklyn,58.0,1,0,40.67252,-73.96154,,0,0,1,0
49202910,Brooklyn,70.0,1,0,40.72637,-73.94467,,0,0,1,0
1857387,Brooklyn,41.0,3,1,40.7139,-73.94628,0.02,0,0,1,0
224009,Manhattan,46.42857142857143,7,5,40.79478,-73.94178,0.12,358,1,0,0
33058791,Brooklyn,180.0,2,0,40.6858,-73.96789,,0,1,0,0
45514903,Manhattan,95.0,5,2,40.84687,-73.94228,0.05,0,1,0,0
41066327,Manhattan,160.0,4,2,40.74603,-74.00147,0.05,0,1,0,0
42573050,Manhattan,303.0,5,0,40.75903,-73.96287,,0,1,0,0
1557889,Manhattan,80.0,5,15,40.75826,-73.98923,0.35,78,1,0,0
6515431,Brooklyn,46.0,1,2,40.70564,-73.93646,0.05,0,0,1,0
8472477,Manhattan,132.0,1,1,40.73095,-74.00242,0.02,0,1,0,0
49220133,Manhattan,125.0,3,0,40.81297,-73.93922,,0,1,0,0
20160518,Brooklyn,50.0,3,0,40.65343,-73.95175,,129,0,1,0
1850477,Brooklyn,45.0,3,0,40.67797,-73.94675,,320,0,1,0
49245656,Manhattan,165.0,5,42,40.80211,-73.94573,0.97,281,1,0,0
31155262,Brooklyn,79.0,56,0,40.71165,-73.94898,,0,0,1,0
19410959,Brooklyn,215.0,3,0,40.69914,-73.91471,,0,1,0,0
49255756,Brooklyn,80.0,7,11,40.71848,-73.95817,0.25,0,0,1,0
7098925,Manhattan,150.0,5,1,40.75182,-73.99779,0.02,0,1,0,0
338562,Brooklyn,62.0,2,4,40.6836,-73.98285,0.11,0,0,1,0
49260425,Brooklyn,68.0,3,1,40.69544,-73.93221,0.03,0,1,0,0
37579015,Manhattan,300.0,5,7,40.75598,-73.98796,0.16,82,1,0,0
49182321,Queens,149.0,5,4,40.75211,-73.94082,0.14,0,1,0,0
3256433,Manhattan,200.0,30,7,40.72292,-73.99307,0.19,0,1,0,0
49268145,Brooklyn,275.0,2,2,40.66872,-73.98648,0.05,0,1,0,0
43707936,Manhattan,110.0,2,0,40.83279,-73.94174,,0,0,1,0
10039346,Brooklyn,83.0,2,0,40.62924,-73.96311,,0,1,0,0
5023498,Brooklyn,150.0,4,116,40.67682,-73.96178,2.74,165,1,0,0
49275064,Manhattan,166.0,3,54,40.73161,-73.9896,1.24,0,1,0,0
24767704,Brooklyn,79.0,2,4,40.6847,-73.93262,0.09,0,1,0,0
21366569,Manhattan,220.0,5,49,40.7638,-73.99298,1.15,251,1,0,0
49279577,Queens,70.0,2,26,40.76737,-73.91244,0.75,128,0,1,0
240471,Brooklyn,60.0,3,6,40.70766,-73.94739,0.14,188,0,1,0
49286334,Manhattan,80.0,1,1,40.73288,-73.97984,0.02,0,0,1,0
4110869,Manhattan,50.0,30,10,40.82243,-73.95447,0.23,359,0,1,0
33136017,Brooklyn,120.0,1,0,40.72689,-73.94674,,0,1,0,0
20019653,Manhattan,50.0,1,1,40.72309,-73.98285,0.02,0,0,1,0
49293535,Manhattan,185.0,3,2,40.72741,-74.00178,0.05,0,1,0,0
49293531,Brooklyn,4.0,80,0,40.68481,-73.92763,,25,1,0,0
24295818,Brooklyn,45.0,10,0,40.70968,-73.94575,,0,0,1,0
49293611,Bronx,85.0,7,9,40.85753,-73.86605,0.25,364,0,1,0
49295995,Manhattan,300.0,30,5,40.77685,-73.9771,0.12,263,1,0,0
48936457,Manhattan,199.0,7,36,40.72536,-73.98252,0.84,164,1,0,0
2005639,Manhattan,150.0,1,0,40.78462,-73.97273,,0,1,0,0
5668894,Brooklyn,50.0,5,2,40.72396,-73.95182,0.05,0,0,1,0
912101,Brooklyn,180.0,5,0,40.67806,-73.96735,,0,1,0,0
16675838,Manhattan,299.0,1,0,40.76526,-73.99096,,0,1,0,0
38342237,Brooklyn,66.0,2,0,40.70725,-73.94187,,0,0,1,0
888939,Brooklyn,200.0,2,8,40.68644,-73.9857,0.35,0,1,0,0
42597922,Brooklyn,149.0,1,87,40.71171,-73.95704,1.99,151,1,0,0
42807409,Manhattan,98.0,3,0,40.71002,-74.00723,,0,0,1,0
31248442,Manhattan,150.0,2,1,40.7347,-74.00784,0.07,0,1,0,0
3338222,Manhattan,200.0,6,1,40.73837,-74.00586,0.16,290,1,0,0
14466771,Manhattan,300.0,180,0,40.70702,-74.01676,,0,1,0,0
34066586,Brooklyn,55.0,14,0,40.70501,-73.93738,,0,0,1,0
14391637,Manhattan,200.0,1,3,40.72286,-73.9834,0.07,0,1,0,0
1216362,Brooklyn,140.0,2,45,40.65497,-73.96169,1.08,345,1,0,0
19733878,Brooklyn,110.0,3,4,40.71018,-73.95488,0.11,0,1,0,0
39072477,Manhattan,80.0,10,2,40.76689,-73.94564,0.05,0,0,1,0
37606128,Manhattan,60.0,1,6,40.80319,-73.95432,0.14,0,0,1,0
2787066,Manhattan,126.0,4,8,40.73945,-73.99616,0.18,0,1,0,0
49347979,Manhattan,55.0,1,2,40.81376,-73.95321,0.05,0,0,1,0
41094794,Manhattan,108.33333333333333,3,2,40.72826,-73.98871,0.05,0,1,0,0
8702561,Brooklyn,140.0,90,78,40.69027,-73.97847,1.83,126,1,0,0
5341236,Brooklyn,50.0,2,30,40.69745,-73.92527,0.68,0,0,1,0
3906464,Manhattan,101.0,99,6,40.71355,-73.98507,0.14,83,0,1,0
49364392,Brooklyn,186.0,3,104,40.69093,-73.97046,2.52,249,1,0,0
1461344,Brooklyn,245.0,3,20,40.71218,-73.95766,0.46,128,1,0,0
43333475,Manhattan,150.0,1,3,40.72132,-73.99708,0.9,178,0,1,0
47993495,Manhattan,99.0,2,80,40.79735,-73.93386,1.83,158,0,1,0
49367316,Manhattan,290.0,5,0,40.80542,-73.9623,,0,1,0,0
21100276,Manhattan,43.0,4,70,40.85617,-73.93141,1.61,0,0,1,0
47993495,Manhattan,85.0,2,155,40.79823,-73.9326,3.55,141,0,1,0
47993495,Manhattan,95.0,2,169,40.79886,-73.93373,3.87,166,0,1,0
16098958,Manhattan,180.0,30,1,40.76941,-73.98162,0.02,280,1,0,0
4455698,Manhattan,100.0,20,2,40.70889,-73.99964,0.25,330,0,1,0
485349,Brooklyn,40.0,1,0,40.67483,-73.94697,,0,0,1,0
49379520,Manhattan,129.0,1,0,40.78572,-73.97036,,0,1,0,0
24120376,Brooklyn,130.0,4,1,40.72484,-73.94307,0.04,0,1,0,0
12260878,Queens,280.0,2,0,40.75762,-73.9144,,0,1,0,0
12449641,Brooklyn,165.0,10,0,40.68216,-73.93178,,0,1,0,0
396819,Brooklyn,100.0,3,4,40.67413,-73.96497,0.13,0,1,0,0
49411357,Queens,100.0,14,0,40.71425,-73.84503,,0,1,0,0
49412548,Manhattan,85.0,1,28,40.84335,-73.94059,0.65,27,1,0,0
2027404,Brooklyn,160.0,7,46,40.68048,-73.99379,1.06,254,1,0,0
6904334,Manhattan,195.0,2,0,40.74556,-74.00156,,0,0,1,0
55480,Queens,150.0,1,0,40.76227,-73.93034,,0,1,0,0
19698371,Brooklyn,63.0,5,2,40.68068,-73.98186,0.05,0,1,0,0
11460541,Brooklyn,60.0,1,1,40.67939,-73.96631,0.03,0,1,0,0
13262455,Manhattan,95.0,5,1,40.7709,-73.95561,0.03,0,0,1,0
13778440,Manhattan,50.0,2,95,40.85256,-73.93598,2.19,315,0,1,0
2966628,Brooklyn,59.0,1,2,40.68795,-73.94173,0.05,0,0,1,0
48498097,Brooklyn,175.0,3,0,40.71849,-73.95212,,0,1,0,0
10681247,Manhattan,83.0,3,31,40.7229,-73.98414,0.73,0,1,0,0
49413208,Brooklyn,80.0,5,4,40.61605,-74.03642,0.1,269,1,0,0
17888644,Manhattan,200.0,2,39,40.78987,-73.9482,1.14,19,1,0,0
49015331,Manhattan,265.0,2,88,40.76103,-73.99001,2.01,278,1,0,0
16098958,Manhattan,11.666666666666666,30,0,40.76251,-73.98552,,327,1,0,0
22423049,Brooklyn,36.0,2,100,40.67157,-73.94117,2.28,0,0,1,0
49431548,Brooklyn,78.0,1,1,40.65862,-73.95777,0.02,0,0,1,0
40316314,Manhattan,80.0,1,1,40.72363,-73.98234,0.02,0,0,1,0
49435973,Brooklyn,218.0,3,102,40.70665,-73.93529,2.46,171,1,0,0
34000566,Brooklyn,95.0,2,0,40.71069,-73.95283,,0,1,0,0
45595980,Manhattan,130.0,30,10,40.76866,-73.96562,0.41,13,1,0,0
45595980,Manhattan,130.0,30,11,40.76719,-73.96565,0.3,28,1,0,0
24337956,Brooklyn,51.0,1,1,40.70714,-73.93611,0.02,0,0,1,0
5053976,Brooklyn,45.0,12,2,40.69002,-73.96002,0.05,281,0,1,0
21188854,Manhattan,200.0,2,0,40.75553,-73.97251,,0,1,0,0
49451877,Manhattan,175.0,2,2,40.76374,-73.98089,0.05,0,1,0,0
24170584,Manhattan,265.0,1,1,40.72011,-73.99729,0.03,0,1,0,0
49455312,Manhattan,228.0,2,14,40.77472,-73.98323,0.41,0,1,0,0
34691404,Manhattan,90.0,3,2,40.72501,-74.00353,0.05,0,0,1,0
48983104,Queens,60.0,2,72,40.72058,-73.87493,1.68,81,0,1,0
48399349,Brooklyn,120.0,2,1,40.69072,-73.99034,0.03,0,1,0,0
21787440,Manhattan,65.0,1,1,40.84005,-73.93735,0.02,0,0,1,0
1459446,Brooklyn,90.0,3,4,40.64801,-73.97562,0.09,290,0,1,0
49349133,Manhattan,225.0,2,31,40.79665,-73.94824,0.7,160,1,0,0
23815371,Queens,103.0,1,126,40.78115,-73.90883,3.2,245,1,0,0
41863600,Manhattan,100.0,5,4,40.73068,-73.98949,0.22,0,1,0,0
49485109,Brooklyn,62.0,6,18,40.70111,-73.92202,0.51,4,0,1,0
49489331,Brooklyn,45.0,2,1,40.66528,-73.93293,0.02,0,0,1,0
608275,Manhattan,300.0,3,1,40.72704,-73.99954,0.02,0,1,0,0
49494701,Manhattan,299.0,1,176,40.74835,-74.00336,4.02,297,1,0,0
23854797,Manhattan,85.0,1,1,40.72136,-73.98767,0.03,0,0,1,0
17493980,Manhattan,80.0,30,0,40.71142,-74.00535,,67,0,1,0
49502599,Manhattan,250.0,1,1,40.76928,-73.96163,0.02,0,0,1,0
2316568,Manhattan,49.0,1,0,40.72564,-73.98088,,0,0,1,0
253057,Brooklyn,220.0,55,10,40.68965,-73.97169,0.23,0,1,0,0
49509847,Queens,109.0,3,88,40.72478,-73.85579,2.49,357,1,0,0
49511227,Manhattan,300.0,2,60,40.71582,-73.98812,1.36,118,1,0,0
7969836,Manhattan,300.0,2,4,40.71927,-73.99943,0.09,0,1,0,0
48937383,Manhattan,90.0,1,0,40.86458,-73.92883,,0,0,1,0
49513668,Manhattan,289.0,2,180,40.71143,-74.00596,4.13,253,1,0,0
49514708,Queens,37.0,4,42,40.69009,-73.79555,0.98,228,0,1,0
5532810,Brooklyn,50.0,2,42,40.71731,-73.943,1.33,244,0,1,0
1401835,Brooklyn,75.0,3,17,40.71032,-73.95482,0.49,355,0,1,0
43298076,Manhattan,44.0,2,12,40.82292,-73.95373,0.28,45,0,1,0
49482081,Brooklyn,45.0,1,1,40.69886,-73.94617,0.02,0,0,1,0
26787684,Brooklyn,120.0,2,0,40.65863,-73.98435,,0,1,0,0
49561278,Manhattan,110.0,4,1,40.71752,-73.99077,0.02,0,1,0,0
2699292,Brooklyn,195.0,3,39,40.72066,-73.95308,0.94,54,1,0,0
49566321,Manhattan,100.0,2,18,40.76515,-73.9847,0.41,365,0,0,1
4025647,Brooklyn,200.0,7,3,40.71259,-73.96037,0.08,216,1,0,0
48966726,Brooklyn,160.0,2,35,40.66996,-73.94989,0.9,8,1,0,0
23254783,Brooklyn,115.0,3,43,40.71219,-73.94826,1.03,0,1,0,0
7252221,Brooklyn,55.0,14,5,40.65221,-73.96289,0.24,21,0,1,0
43632142,Queens,150.0,3,0,40.76275,-73.92052,,220,1,0,0
49570763,Brooklyn,70.0,1,0,40.6943,-73.95896,,0,1,0,0
1115741,Brooklyn,130.0,30,6,40.67228,-73.9573,0.14,8,1,0,0
16417917,Manhattan,100.0,2,17,40.80774,-73.95703,0.39,0,0,1,0
69510,Manhattan,125.0,3,0,40.7465,-74.0036,,0,1,0,0
10619345,Brooklyn,49.0,1,1,40.7157,-73.96011,0.02,0,0,1,0
21091779,Brooklyn,49.0,1,113,40.68664,-73.92318,2.89,288,0,1,0
49572701,Manhattan,245.0,3,69,40.80948,-73.94739,1.61,226,1,0,0
4562182,Manhattan,250.0,30,57,40.81246,-73.94506,1.32,224,1,0,0
44620317,Queens,55.0,2,33,40.73703,-73.85861,0.75,280,0,1,0
49577355,Manhattan,225.0,2,185,40.74029,-74.00578,4.24,250,1,0,0
4451240,Manhattan,68.0,14,1,40.80536,-73.96228,0.02,0,0,1,0
1439333,Manhattan,220.0,6,79,40.73866,-74.00063,1.9,81,1,0,0
3389541,Brooklyn,75.0,1,117,40.67859,-73.96076,2.82,96,0,1,0
19510808,Manhattan,120.0,2,2,40.74755,-73.98054,0.05,0,1,0,0
